Family,Ju_E1_D_1,Ju_E1_D_2,Ju_E1_D_3,Ap_E1_D_3,Au_E1_D_1,Au_E1_D_3,Ap_E1_D_2,Ap_E1_D_1,Au_E1_D_2,Ap_E2_D_2,Au_E2_D_3,Au_E2_D_1,Ap_E2_D_1,Ju_E2_D_2,Ju_E2_D_1,Ap_E2_D_3,Au_E2_D_2,Ju_E2_D_3,Au_E3_D_3,Au_E3_D_1,Ap_E3_D_1,Ap_E3_D_2,Ju_E3_D_2,Au_E3_D_2,Ju_E3_D_1,Ap_E3_D_3,Ju_E3_D_3,Ju_E4_D_3,Au_E4_D_2,Au_E4_D_1,Ju_E4_D_1,Ap_E4_D_1,Au_E4_D_3,Ap_E4_D_2,Ju_E4_D_2,Ap_E4_D_3,Ju_E1_W_3,Au_E1_W_3,Ap_E1_W_3,Au_E1_W_2,Ap_E1_W_1,Ap_E1_W_2,Ju_E1_W_1,Ju_E1_W_2,Au_E1_W_1,Ap_E2_W_1,Au_E2_W_3,Au_E2_W_2,Au_E2_W_1,Ap_E2_W_3,Ju_E2_W_2,Ap_E2_W_2,Ju_E2_W_3,Ju_E2_W_1,Ju_E3_W_2,Ap_E3_W_2,Ap_E3_W_3,Au_E3_W_2,Ap_E3_W_1,Au_E3_W_1,Ju_E3_W_3,Ju_E3_W_1,Au_E3_W_3,Ap_E4_W_3,Ju_E4_W_1,Au_E4_W_1,Au_E4_W_2,Ju_E4_W_3,Au_E4_W_3,Ap_E4_W_1,Ju_E4_W_2,Ap_E4_W_2
PL7_3,0.946623232,1.097026265,2.309461123,0,0.071845456,0.295398016,0.164859196,2.789555302,1.563612032,5.199517235,8.637346615,5.354743154,4.35343822,3.888594689,3.943532754,5.619192446,4.287334633,3.936095004,5.608358942,11.14606699,18.79210122,15.6019007,11.96381968,17.09610994,12.78191272,16.49949517,15.44383019,4.239073815,4.472170915,5.978862905,5.205619179,4.280240088,3.544462918,5.889250175,3.955145179,2.850707947,0.0593688,0,0.062544441,0,0,0,0,0,0,0.858110153,0.58440078,0.480627719,0.420580691,0.326843902,0.258986791,1.150997941,0.354230878,0.463212655,2.505893319,4.013984818,1.719705865,1.556529199,1.237530068,5.05744174,2.430715404,1.298261172,5.191874928,4.582297253,0.141279147,2.00964934,9.384110154,0.967789908,0.837130999,14.22749363,0.24249458,18.44570169
GH13_14,0.885038544,0.893970507,1.333488451,2.183066839,2.742480184,2.19390954,1.326337557,1.08529277,1.802476789,1.041697538,0.21693986,0.751720779,0.177990158,1.125428976,0.563717877,0.169155821,0.31672751,0.802040453,1.490597801,1.30603894,0.737361691,2.16605876,0.849379594,1.183890408,1.233418909,1.222389601,1.032222369,1.217594634,1.813769622,2.425287091,2.692880728,0.969422568,4.973654453,2.14203758,2.338044026,2.472580789,16.42008915,11.92324761,17.77305796,45.05745812,11.52111182,17.52864532,12.52996709,14.50456876,30.29172363,1.424853526,2.584620393,2.780554508,2.0874819,1.359349964,2.673988618,1.879017079,3.227714032,12.7380075,4.042981941,5.772546938,3.742581971,1.864291002,3.527941056,2.643062727,3.304967348,3.296954148,5.215054966,3.529022593,3.284776636,3.099565445,3.003755804,3.14384416,4.950089477,5.169781864,6.775608821,1.867990248
GH43_24,1.077518319,0.826750669,1.53787917,1.68600668,0.911070054,2.505443288,1.169288896,0.65379417,2.403204805,0.338290949,3.061640737,0.362203225,1.444767407,3.556589914,2.997759211,1.208281779,3.781622672,1.04245453,16.6502718,3.46531993,10.36565853,4.838056018,6.499217574,5.60416347,3.799196217,3.4560984,6.1722173,2.057650042,3.033546931,2.483819394,4.27530699,4.680655241,3.472335023,3.717164547,1.720458499,2.048028262,18.32661925,11.70634664,11.30309523,17.44221071,8.627200898,8.300206566,11.76144064,8.407364146,14.10543279,1.959472523,4.013198184,1.37656126,3.282159978,1.478196935,3.580502517,2.354406784,3.580217209,2.937541805,0.877936069,3.505425141,2.207545991,6.036757349,2.529421956,4.275992015,2.352369221,1.088991715,4.871302757,5.550922717,3.129056249,3.245726206,6.869128827,4.276988165,4.512777764,4.428516919,4.360362485,5.506411718
PL1_6,1.829305018,4.936381879,6.816186603,3.360653502,4.041345845,3.373404949,3.62247883,3.751498964,3.877103691,4.931888051,6.536902936,4.324601077,5.532188494,7.147666778,7.004617534,5.980522942,8.322945927,9.30926577,2.93988135,2.843492676,7.296227259,5.097356208,5.072315567,5.067800264,4.118379235,4.44436698,2.728693689,4.412520776,2.647892035,3.805020395,4.529701882,4.859387722,4.261170242,4.949570777,5.540578948,3.574569067,1.023158071,2.275863597,3.856812088,4.089949957,2.590811903,5.571823062,2.233334414,0.655427861,2.112463588,3.316533621,4.692395671,5.317965736,3.498059667,3.062639691,5.138902371,3.591544445,1.675517111,3.964410785,1.401279774,3.560717967,2.489913976,2.843165456,8.552240873,6.035948406,1.430922738,2.271278825,6.876106323,2.333137623,1.524373736,1.920564112,3.725767109,2.342856581,2.667303414,1.850837641,5.549406306,0.76035815
GT32,4.838638973,3.104615675,2.406632712,8.686023488,5.513647297,5.166763121,7.15792509,5.097269747,3.125859918,4.040617291,2.479695866,3.31057392,4.252975149,3.633022553,5.11384504,4.499533893,5.713096499,2.30225616,5.700865249,1.985134219,0.988474566,0.849944222,0.607675908,2.291931998,3.654615146,1.563108387,1.620941594,3.939141111,1.617824187,1.944961948,1.904930167,1.433344955,1.843756154,2.230333875,1.084596748,3.138787371,3.84444067,3.290969122,6.312708672,5.498491359,3.634339896,4.994312487,5.941472565,3.64978829,7.004548441,3.856585672,4.236684177,1.803153787,4.967167089,2.615021555,1.997298579,3.74750634,5.509387985,3.853770603,11.23384326,5.192927569,6.684786892,8.667390407,5.887911691,6.157710926,9.710301952,8.142779509,4.710673323,2.878027499,2.326953634,7.362427881,2.663482625,2.903143216,5.342924452,4.533626712,2.641897047,3.44855293
GH5_46,1.33317122,2.227169507,2.258031118,0.273884629,1.520510377,0.486060358,0.63845879,2.186281005,0.896044991,2.296380029,3.435183856,2.181400431,2.377522567,3.152097152,3.703903896,4.490698958,5.102022647,2.479981196,6.107517252,4.693736958,4.422376401,5.27712022,3.744288047,1.667264156,3.834002935,3.220322038,1.739807838,2.086120469,3.027186905,2.264737704,3.48801233,3.230783028,3.010256755,2.960023613,4.229860484,2.923592258,17.72938245,8.541082423,13.62677112,15.42517274,6.274348686,10.21074924,18.09734781,10.12122919,9.916854038,1.216886802,4.459926236,4.621893506,3.359622964,4.36942803,6.703115913,2.244266532,3.651334183,4.732044141,2.082295968,1.866596458,2.549360864,5.388425665,2.925438672,1.25639884,3.497283483,0.284009724,5.356894574,2.513726375,8.62877797,3.216505464,2.063012404,9.123914938,3.595739209,4.954845397,5.67720684,4.520636852
GH147,1.689751255,2.355828014,4.362970709,3.321686719,5.568250927,3.530986574,4.410048595,1.715855052,1.490293516,1.218054591,2.556376411,0.976396886,1.300633423,1.867445665,0.794620604,1.262456113,1.847065376,1.130873038,1.908537377,1.274441523,0.952385072,1.632422409,0.857716362,1.402676759,1.485105087,0.960343589,0.514336657,0.577629317,1.743997044,1.240319258,1.35086314,1.072500614,1.024810933,1.727397777,0,3.670450845,9.930800198,9.49887227,10.77499475,37.80975373,12.23308533,9.96322252,6.708043483,3.372353903,22.70986356,4.465523233,5.883890263,5.627312694,4.435111015,4.53130918,5.877639696,3.963612466,4.236473686,5.351930237,1.008076007,1.628532766,1.632167198,1.373375904,3.658508528,1.486721793,2.616256849,4.368259592,0.9754467,0,1.381668594,1.744212423,1.026244514,1.225853737,2.606801124,0.18797817,2.67275924,0.424355083
GH5_25,0.96354577,0.859660078,1.933189453,3.803143441,3.145567772,3.45069804,0.604014407,1.146894272,2.535023669,0.437804343,2.146220998,0.669009205,0.43614951,0.840907636,2.795720062,0.770752164,0.758443537,2.152343558,1.774761901,2.983780595,3.158126503,4.00013043,8.836019827,2.306165883,6.948676491,4.778430229,4.830767238,2.072539357,2.717080457,1.195248036,1.830616437,2.632629968,0.933705819,1.11021564,1.705370875,5.199795831,12.20458484,16.96298318,14.31338332,9.587249899,9.646985237,14.25249633,11.96819452,13.38520942,13.08172829,1.641295994,1.518105471,1.597861414,1.724691309,1.997256968,1.731061206,1.895555113,1.259418024,2.313533614,2.517020122,3.686738108,4.178947088,2.58107049,4.471706311,4.628757412,6.654389785,7.489825961,3.593766371,8.241195384,5.789866267,3.637064002,2.479673074,5.681558254,4.911679079,3.137376449,7.487062842,3.656588209
CBM11,0.464278088,0.347015213,0.298116427,0.041786023,0.110769007,1.259056423,0,0.128407398,0,0.370757383,0.705653065,2.085623696,0.259743334,0,0.363213263,0.310519083,0.505578347,0.258095197,1.842808384,3.428607555,3.114426456,0.410618292,2.682343575,2.834229851,1.095831151,2.818923794,1.852518319,1.22812038,0.364895442,1.891475532,1.812894862,2.516186973,2.30240825,1.559061584,3.168092351,4.49966065,8.136578594,10.29347508,8.210651084,8.177980677,5.708533735,9.941570732,8.904569175,19.21343161,6.11381176,4.372533205,5.53193921,4.586346018,3.220634731,4.865684868,9.40780902,2.084164357,5.901652896,8.040811641,3.386470837,4.980439927,3.788894176,4.544934724,5.015274997,3.595583685,5.222172785,4.507882442,4.631894313,3.560019418,2.476152028,3.581684718,3.365027399,4.576530472,3.648358068,9.69719819,8.233485239,9.104430996
GH5_10,5.095867933,6.722397126,4.06129802,2.810324873,4.399433007,5.505322777,2.251367782,3.502396533,3.172457627,4.143947703,2.471951461,5.10126077,3.980060049,1.12798231,1.391854315,2.357095037,1.770941568,2.874270434,0.914772837,2.373206169,0.767378215,1.168533801,0.934288006,1.129185455,0.590893758,2.198066864,1.08991977,3.413002941,3.225233118,1.65900854,2.236200343,2.254869167,0.449086012,2.601104778,2.472648313,3.163897336,4.971315966,3.984736113,7.130785416,3.531592188,5.604240209,12.9615759,4.889759878,5.756805569,4.529507964,2.879955427,4.527254733,4.98376843,5.040836623,3.180619732,2.921275254,5.426061214,3.627699596,5.935380001,2.633099298,4.261675857,3.587259457,2.00771854,4.152906315,4.831774046,4.113655614,5.437258556,4.322595157,2.599909934,6.14167751,4.540966711,3.141434219,4.868670557,4.414521594,6.297502724,6.060225405,6.283520863
GH5_12,1.224813319,2.662781915,0.925018281,0,0,0.890648889,0.624985499,3.807808086,0.665655824,2.86053186,7.627437145,3.672081576,3.238224355,1.893256225,4.642662863,3.665956046,1.585943893,4.142142138,6.10069986,5.689786578,3.289665559,3.21566466,2.561054722,4.159105776,0.878395558,4.980259104,3.319473854,3.309673909,4.609246683,4.189491993,4.438395939,4.515931732,4.543163698,3.552204846,4.47165239,4.465821566,12.54825161,9.141488822,10.98188406,7.411684682,9.079014008,14.77891771,10.30443552,10.29934338,7.380883233,3.170993765,1.855711981,0.71290008,2.813947989,2.667505046,2.091585083,3.03663791,4.641318013,2.738527498,3.407517102,2.465995224,2.02862324,1.685516519,4.897116154,3.588584349,1.784864985,4.007583138,1.28472269,6.471825061,4.300564829,4.726936058,2.951119888,3.437374062,4.136529551,1.45193759,2.684884449,1.024005937
GH43_17,2.136412003,1.281549389,1.268521463,2.462322627,2.860234966,3.415729489,1.090168605,1.147685047,1.435422043,1.518597309,5.382826469,2.510457295,2.645495436,5.368318102,2.902703069,1.216765021,3.378340058,2.019454169,5.133599359,1.545491698,1.649981325,3.808043534,3.693639327,3.702515713,2.087738358,1.418811667,3.953969475,2.180272152,1.66174059,4.881528787,4.076695233,2.265195767,2.627542701,3.668417379,4.854933795,4.79469268,8.396054058,7.225503164,5.496841889,5.879891227,3.387900322,3.5226356,7.653855893,4.462658637,2.916571149,2.965199276,4.837947062,4.079024892,2.798571965,2.018183142,4.68559106,1.689576298,1.241705151,2.680225964,3.855395106,4.612104659,4.837007756,6.897404589,5.315643517,3.111620932,6.396525011,4.680378151,5.444158588,2.228585465,11.18917428,5.748322007,2.620860069,7.726989467,5.62177869,4.733587726,5.749427879,5.551604442
GH13_1,1.157268935,2.346126765,3.594812501,0.320555319,0.076164036,3.142005301,1.584163861,3.823664402,1.284452147,4.685664946,5.35911449,3.686789836,5.578213887,2.735870099,4.702750351,6.081356903,5.025881112,6.752602596,3.0738937,3.46080871,2.970550304,1.82114672,4.002240168,2.058812689,4.0522798,2.442260216,3.483147447,2.728742821,3.68290381,3.221853463,3.233559391,2.883601417,3.663023067,3.866909872,4.563025026,4.429557714,2.242547517,3.779102529,3.763589957,4.761978172,2.836807764,3.308781137,2.612679405,8.299035301,4.824123417,3.364169728,3.871935697,3.91392162,3.230491445,3.157505764,2.15616319,3.469594666,1.955745776,2.862096531,1.915811395,3.924358978,5.248476617,5.254610216,2.328472192,3.622699278,2.364815114,3.476085267,4.036014486,10.16628885,8.257243284,3.925079894,2.392059225,6.944887966,6.057649814,3.093313728,5.136613644,2.844711926
PL11_2,4.644887726,5.222522838,3.030013663,4.776579528,4.508244918,3.443264228,3.495492128,3.621905241,6.893430617,7.904934345,3.996723006,7.472823239,4.962534069,9.568628565,4.793824041,5.140551564,10.82051779,5.145193896,1.078286123,3.588989541,1.838255237,2.714710909,4.22577897,1.143204121,3.674416775,2.704466166,2.406730647,1.603041393,1.100234614,1.697538539,4.094453532,2.559941172,1.721640766,3.11737394,2.699231902,4.452409411,6.421126772,4.211676255,4.824959652,4.830171877,3.228957283,1.856951651,6.412370607,4.86964348,5.31936275,4.08185381,2.770412746,4.03364781,2.840711062,5.396150809,1.490114544,2.871777739,2.942827825,2.199152426,4.097589675,2.863607473,5.033348906,1.983865481,3.214354833,3.04048792,2.885684197,5.703042733,3.322032355,4.013643135,3.152214707,7.808291929,2.954486399,3.506399014,3.490489911,2.956338206,4.496429632,3.227305358
PL14_3,2.36218779,3.619811938,2.667045601,4.439407658,6.088359323,2.662275887,2.384263047,2.65322246,4.28899585,0.745176275,0.660918267,0.823487799,1.06044603,0.481300251,1.431008275,0.766769042,0.430030888,0.894404301,2.074771837,3.649143394,5.036614121,5.130242239,5.885630764,6.141946752,5.534734814,3.250137826,3.468747007,2.313335132,2.989722519,2.561531892,4.163973049,3.356994917,3.8475871,2.928405715,1.937195842,2.181888343,7.223962654,6.651618205,8.571285923,4.882434769,9.918926593,7.348054583,9.249970017,4.074541861,3.775474223,2.671833115,2.884262921,2.601747892,3.238262636,1.503500727,5.337130364,1.262618465,4.157100328,4.694912676,3.638533176,2.423266785,5.174607548,2.424569044,1.726118986,3.137011746,2.11188771,2.973177514,2.489693446,3.529829185,0.880660949,10.6015136,4.458263649,1.728078345,1.528889254,4.587472361,0.927591148,8.19561176
GH135,2.75979038,3.898086766,2.32564493,2.103461273,2.418144201,2.162127934,2.67386357,2.757320035,2.05725368,2.341867766,1.28042815,1.338032779,0.677112657,2.734086096,3.440752748,1.870513584,2.595608053,0.498107461,3.456988284,3.622287557,5.308612127,4.591081132,8.08640629,7.298258077,7.113373627,4.721454674,10.57740978,6.620319927,4.396327869,5.279413373,3.858957248,4.596552898,5.471989895,1.795876403,2.952889932,4.390190021,1.098177496,1.290306789,1.850575865,0.071882647,0.939655947,1.359083196,1.183209181,0.257221749,0.498617997,1.108854884,1.861176447,1.97736972,1.982253726,0.98795947,1.714962757,1.275013064,1.821256562,1.225674485,6.923033738,11.28336835,8.297368091,9.204770026,6.10808337,13.21454546,7.361002251,8.136249026,6.929096234,8.925596486,1.355553186,6.059870875,4.389229144,1.733055162,2.098087267,8.98972582,5.582691813,13.85286392
GH5_2,1.312011422,4.927148824,4.624475068,3.627994506,3.327178534,6.049996878,5.484152614,4.067478409,4.263088423,2.264549294,5.901652094,5.337395426,2.592023047,5.520070925,3.50050818,2.94283367,6.47004589,3.836529977,3.942111072,3.181212145,6.753943123,3.844391878,5.454582229,3.413226782,4.823792796,2.731840528,4.433798314,1.030759555,2.158780121,3.313751281,5.45747349,4.430598276,4.261244896,4.151722962,4.175126334,1.278000829,6.787632491,9.106512239,8.834679845,6.348643771,5.01750595,5.540512283,10.87262336,2.207619417,12.128663,0.975000772,3.035731623,3.834906911,2.334974237,1.396528446,2.586324813,1.23979287,2.251906323,2.367366372,1.603586489,2.607315314,2.559231656,3.611384997,2.163253137,3.027028263,3.251252278,0.475057213,7.659258848,4.488628914,3.082038046,2.249598885,4.004292541,4.617373489,5.392779732,1.098225548,2.885334191,2.178988158
GH30_1,1.811326811,0.883340031,1.407847351,0.621203746,1.671374735,0.758567148,3.023570262,1.188931508,2.345660741,0.638002149,2.6177079,2.164167844,2.988890711,1.328275489,2.364407836,1.166493285,1.640919422,2.102520796,3.151514741,3.38466055,6.867836777,6.147975449,5.384311815,2.703612262,7.224137395,5.356001367,2.740302696,1.565297574,0.89825604,1.03254336,3.567370026,2.65867931,2.641996568,1.991261622,1.780953204,4.169540553,8.2417841,7.712628523,6.340829108,12.0519187,4.885069461,7.790253192,5.338891587,7.960841963,6.055681814,1.30675259,1.777643753,2.82822295,0.926834187,1.507633694,2.191701287,1.076821331,2.114885095,2.809309512,5.643414736,6.184230118,4.304295696,9.230068174,6.396816539,5.098004401,4.085744277,4.667230454,11.79542999,2.288042014,7.085959546,7.553718675,2.96614885,3.866738755,5.448625843,3.135728718,7.551458592,4.172519974
GH13_32,3.893237556,2.922075276,6.385223492,2.456243353,2.246913824,4.291581645,3.477321796,4.047488579,5.818101589,5.146409388,3.542785153,3.277168111,2.299857394,5.452253543,4.191102328,2.69179279,7.093482036,4.767729235,3.338731174,2.533081605,3.328192836,4.547335388,3.233777935,3.455377071,3.032192567,5.499079705,3.723556807,1.17464092,1.115498794,1.66987416,1.502667964,4.043210213,1.412602805,3.419232599,3.18614125,1.734167526,4.866852462,6.533480703,8.436874666,3.311510172,7.217823671,7.087304442,3.691740899,3.322314652,5.617220297,4.165196798,4.699294418,3.90241458,2.384653324,3.830360023,6.545680301,5.730928377,5.75275728,5.411011569,1.966418499,3.350213444,3.798803177,2.016781006,4.635668923,2.052946673,4.529865122,2.149622427,4.82535871,3.114346442,2.76402634,2.42636176,3.749892135,4.259820497,3.134397133,1.534572039,1.520978927,1.400510115
GT85,2.703911771,5.645260069,6.978925044,1.381731078,2.020663165,5.070757396,2.514191973,8.363885354,2.676890041,4.182551255,3.914314566,5.343564054,2.86305729,4.860888341,4.560076525,2.722553808,5.045265227,1.992647047,6.372014537,4.806096159,5.154902101,7.596275339,4.482111857,4.816619313,3.332836777,3.355794494,5.717086386,8.392244025,3.44680754,6.174683724,5.292557042,6.646448238,4.150368268,4.55318676,3.633461994,6.137070308,3.236505675,4.303025797,1.412709122,1.152377371,2.671856358,1.113478188,1.392745732,0.720552218,2.128127889,3.122752806,3.237555581,1.342861985,2.890149221,2.351671718,2.16674064,2.392836062,2.931836217,2.989007089,0.72104346,2.598464774,3.941529947,1.442429854,2.203216476,2.040873785,1.941746467,1.384782209,4.128477375,0.684836417,2.220678701,11.1472829,1.789928428,2.353296419,1.810648471,2.180824726,1.53944096,2.794121541
PL10,1.458492341,2.310842379,2.017607431,4.772500454,6.687344541,2.637414799,3.251442507,2.498168371,1.938228546,4.495589068,2.821516611,2.780650227,2.946013497,2.796561864,3.898452241,4.366870172,3.019086222,2.008819946,2.097601137,1.458439231,7.910237452,2.883345471,2.706180391,2.767119719,3.710020984,5.10146534,1.662578678,2.399996854,4.537968156,3.106039646,1.692745141,3.466301206,1.153062803,3.888894201,4.080425119,4.616837733,4.308383833,2.018286668,3.859582051,1.429740843,3.208335715,4.582102054,3.160170066,4.323035446,3.314832542,2.921058353,2.318134126,3.527445685,2.931775621,3.777530266,3.157382231,3.631120021,1.996088492,4.061918915,5.256212032,5.105136031,3.458871481,3.440265203,5.747907534,5.029863015,5.678229055,4.590594171,3.5191504,5.652026957,1.207006225,1.701165403,3.470160642,3.052582741,3.654893236,3.69536377,3.916144241,6.909697623
GT2_Cellulose_synt,1.949225021,3.892303146,3.48787915,2.460469646,3.945914023,2.705528808,4.163109732,7.229012691,2.871831442,7.232103209,6.019094308,1.848716556,1.372662499,7.315706489,5.82513867,1.676925898,4.640286709,3.081669029,4.039565407,1.734964814,5.183122372,2.232787138,3.92445137,1.816912228,1.132471826,1.534058089,4.301193667,4.025048513,0.822046102,4.75591402,5.214467354,3.174732692,3.439299723,3.945884803,4.385829464,2.02574128,0.765783897,4.122440332,1.207681689,2.267496137,1.450605782,0.631933875,1.743370624,2.548030045,2.972871675,1.927408975,5.229276348,4.064092015,2.888697458,2.088984873,6.094739745,3.105186855,3.337338716,3.95113365,1.292322541,1.838610764,1.993905291,3.217080357,2.541240071,2.039133402,4.20893952,1.928779441,5.18646599,4.538360273,8.652953366,1.692579065,4.082347839,3.724311471,6.0103692,2.713750657,6.176304488,2.053590907
GH159,1.732571993,0.597934234,0.945144471,1.396457363,2.197664091,0.349721984,1.664502889,2.101535359,1.074713788,1.963185661,2.437545314,2.306110562,2.076055986,5.944310422,4.819898295,4.307249376,2.602890479,2.606288803,3.075983457,2.670696222,7.563325033,3.886839938,5.832347464,5.128738906,3.296773319,2.259336945,7.319129014,3.183245457,1.037842841,3.735222641,6.4651221,1.765197891,1.931421684,2.674021454,3.411689195,3.863867899,4.874189172,3.675465102,3.408500237,7.654041014,1.783354417,2.59767798,3.143276947,5.286971203,6.097508889,3.912909592,7.345982572,6.03579686,4.039079063,4.403454686,10.05639994,4.628640152,4.553682569,7.463609607,2.096561915,1.82364928,2.082827902,4.247819364,3.989812554,1.692436597,2.187046063,0.912687736,3.94639454,3.374338897,5.624685972,7.81649664,3.386639441,1.811257299,1.549464299,4.918099011,2.625516699,5.982686601
GH59,1.846084522,1.940275013,1.732632791,1.167614814,0.825191592,3.968328795,1.363004992,3.67609398,2.091353071,3.264675299,4.599202786,2.032113382,3.040305891,3.860803204,6.971753132,3.57391212,3.39032591,2.010535975,4.363871021,4.841632502,4.94406674,5.586924628,4.799203148,3.245192064,3.971579626,2.439030067,2.957185892,3.71954323,2.559644304,2.089659554,4.337141878,2.933502759,4.000034557,3.193373648,4.284630824,6.403949547,5.030037115,3.497904948,2.536468947,3.531385502,3.102812618,2.325517418,5.285167953,3.405701934,1.495938485,2.401152191,1.668205437,2.047188585,2.409643825,1.024084642,1.747067092,1.795727619,1.158672242,0.976987451,2.159668637,9.252922051,4.736898247,3.383704442,4.867939477,3.041128048,4.678720353,4.605057977,8.415903129,1.344232391,5.775512383,4.798334067,7.049153415,4.560693411,3.813032903,3.245847936,2.639462115,2.767717467
GT82,1.73051472,2.648687392,2.777434328,0.539740661,0.47797512,1.838496929,1.669379973,4.894776062,1.376608428,5.754073666,5.904792145,5.257803737,2.068703376,8.740659548,8.30386775,3.959955676,2.807392308,4.394013421,4.631501777,4.715444567,4.379330874,4.904230678,8.656727906,4.51486016,5.529144954,5.739360255,7.603993762,2.657985798,3.119005926,4.077819278,5.757400489,5.199665575,3.91194815,5.399647005,4.216405194,6.02136624,0.682720975,0.267384874,0.213094127,0.626806062,0.090531751,0.2069948,0,0,0.095802813,1.454468487,2.546349068,1.572457792,2.444760431,1.465795238,2.164620189,1.173915337,2.160214661,1.667856224,1.599490914,2.576790727,4.135045512,2.747690632,4.02069724,2.756846149,3.136270972,1.173851982,6.002239316,12.54196589,1.228719875,4.207201634,5.92390061,2.5786223,1.8710052,3.727869689,0.557252348,3.347486589
GH5_40,0.760351739,4.300538334,3.057361957,0.072414522,0.348199284,0.620880767,0.743477461,3.71265109,1.766561009,2.085907652,2.489973097,3.019999933,2.067225875,2.996690127,3.826268981,3.3808288,1.484352494,3.38129865,4.435019126,6.93397091,3.451063792,3.082249378,5.698508718,4.168659089,10.20503108,5.767218158,6.310767207,9.352869609,5.790348724,4.659291164,8.811626962,8.344003391,8.155326735,4.680281058,8.298610053,2.520941495,0.488171818,0.266390021,0.126167235,0.993267668,0.196248923,1.312454207,0.36911552,1.427394287,0.275270985,0.161841502,1.227727252,0.272480396,0.331223167,0.253568545,1.138861743,0.519168449,0.196702437,0.410340863,3.921292091,5.25649723,5.163308166,6.816641359,3.278776058,6.276679204,5.299924672,2.2106533,8.968492388,8.322752739,1.944982425,1.207881963,3.659873515,2.808760728,2.145841291,8.33465438,1.347730038,6.308774497
GT102,2.925687623,5.522052774,5.557220941,2.422024153,1.300414481,5.026642499,2.587441393,2.060264935,2.307397414,1.473875867,1.905087397,2.219718347,3.234622938,1.997929801,1.827226648,3.323235607,2.693191985,2.25076287,3.042538515,1.431156057,1.045241618,2.11135934,1.015959366,2.444895995,2.799405157,2.223980058,0.782412715,4.201487663,3.117700117,3.675826003,3.020889619,1.135048255,2.910365282,3.81078491,3.393818514,4.564112832,3.576712101,4.844361833,2.448596253,5.144013047,2.233827489,1.566171378,2.443977771,2.398026601,5.561535704,5.991856184,5.517292814,4.483376101,4.785254064,4.883897759,8.916822809,5.954468309,5.351169686,7.674406503,2.92670527,2.951776129,2.843807866,5.228325098,2.828893202,1.597969875,2.273806192,2.590360046,2.466116745,3.635430863,5.565091972,3.462007798,3.268952344,4.932681578,3.356844307,6.749002176,3.14954182,7.57900439
GH5_27,2.506934858,4.303529829,2.316520384,2.907000907,2.314968458,1.285273377,3.169978633,1.456463927,1.609551539,4.380014117,5.497424376,5.245394009,7.003108819,2.646021435,5.302592111,6.588795247,4.727869482,7.782639273,3.294430372,5.484244622,3.710011512,6.043873065,6.523075294,5.851679148,7.292860576,6.926735054,6.511340633,1.947531047,5.678668539,1.976333445,2.05037634,4.064668551,4.316533376,2.428350358,5.11884849,4.20705661,0.89359131,1.370118779,2.036650188,0.658045955,1.688489219,2.264640504,2.580395529,1.174229557,2.946541098,0.828267408,1.854609569,1.028466525,0.94636462,1.396494717,0.486130827,0.533652158,1.028444359,1.082190544,0.963499827,2.570454944,2.737409502,3.131034584,3.731830672,4.79566842,3.362191253,1.359250613,2.36345423,1.471581365,1.261757442,2.250096517,4.07842528,1.632071384,1.558795146,4.326567476,0.788356372,3.937887272
CBM56,3.179593376,1.910668597,2.043580643,3.699485082,1.559656299,1.253198442,3.770071976,2.391514572,3.030187578,1.885342963,2.360948639,4.784095097,2.770277711,2.865173126,3.863007901,1.442075615,1.625319025,1.293435821,2.746140485,2.306806342,1.645804379,2.130115184,2.404633701,0.403307705,1.192163919,2.228610516,2.350498289,1.156751655,4.640949824,2.559267936,0.92843299,1.133461389,0.92205052,1.744235368,0.857637404,4.359437747,9.034135878,6.003151204,7.167505003,8.34082453,8.376870537,7.679295742,8.17455993,8.02664153,6.866955667,3.904952552,2.125418925,3.188594813,2.739311343,3.032789445,1.590509942,2.112659908,4.671809378,3.850988887,3.660810779,6.204201531,5.327459606,5.110150521,4.742930764,2.996544268,4.57979088,5.149009229,2.200744671,4.448745412,4.562648209,2.7004558,2.990453859,5.78850004,4.534511297,2.868185826,2.823617877,3.91639668
GT75,0.348363183,1.937913514,2.154465003,0,0.208076479,1.137941428,2.760577074,3.271273711,0.878888397,2.843690635,2.186338022,13.19600208,2.476021725,8.019099002,2.785764756,3.00886151,2.909251183,2.667075804,1.089802871,1.546837009,2.569040758,1.128925212,3.775650555,1.012588333,1.458413365,1.649883844,2.446030177,1.5083241,1.902321617,1.141853985,1.405106807,2.398146977,0.855621818,0.890334098,1.052913126,0.99104342,8.839527094,7.606299169,4.936157428,10.48845508,4.749261816,5.002848855,9.52996552,3.010599133,5.595226191,2.813411679,1.754848078,1.218993757,3.900579865,3.18423217,2.171014478,2.698664783,2.312267451,2.494214537,10.28477789,4.760935972,4.795728259,5.227102612,3.672815483,3.220075668,4.083996727,6.918931304,2.577448931,2.688887332,6.832940345,0.826982423,2.327351118,1.917339343,21.69209988,4.070922888,4.736823879,2.322019057
